"Story","Title","Result","Date","Stability","Duration (s)"
"First serenity id test","Get all students","SUCCESS","2019-07-17T15:00:19.316+05:30[Asia/Calcutta]","0.0","0.25"
"First serenity test","This test will get the information of all the students from the student app","SUCCESS","2019-07-17T15:00:24.8+05:30[Asia/Calcutta]","0.0","0.4"
"First serenity test","Get all students","SUCCESS","2019-07-17T15:00:26.397+05:30[Asia/Calcutta]","0.0","0.45"
